id,skill_set,subcategory 
4019,"('multilingual', 'blogging', 'proofreading')",Interpreter
4020,"('multilingual', 'blogging', 'education')","Write Content
"
4021,"('multilingual', 'blogging', 'education')","Translation
"
4022,"('multilingual', 'blogging', 'education')","Proofreading
"
4023,"('multilingual', 'blogging', 'education')","Novel / Short Story
"
4024,"('multilingual', 'blogging', 'education')","Document Typing
"
4025,"('multilingual', 'blogging', 'education')",Interpreter
4026,"('multilingual', 'blogging', 'technical-translation')","Write Content
"
4027,"('multilingual', 'blogging', 'technical-translation')","Translation
"
4028,"('multilingual', 'blogging', 'technical-translation')","Proofreading
"
4029,"('multilingual', 'blogging', 'technical-translation')","Novel / Short Story
"
4030,"('multilingual', 'blogging', 'technical-translation')","Document Typing
"
4031,"('multilingual', 'blogging', 'technical-translation')",Interpreter
4032,"('multilingual', 'interpreting', 'translation')","Write Content
"
4033,"('multilingual', 'interpreting', 'translation')","Translation
"
4034,"('multilingual', 'interpreting', 'translation')","Proofreading
"
4035,"('multilingual', 'interpreting', 'translation')","Novel / Short Story
"
4036,"('multilingual', 'interpreting', 'translation')","Document Typing
"
4037,"('multilingual', 'interpreting', 'translation')",Interpreter
4038,"('multilingual', 'interpreting', 'editing')","Write Content
"
4039,"('multilingual', 'interpreting', 'editing')","Translation
"
4040,"('multilingual', 'interpreting', 'editing')","Proofreading
"
4041,"('multilingual', 'interpreting', 'editing')","Novel / Short Story
"
4042,"('multilingual', 'interpreting', 'editing')","Document Typing
"
4043,"('multilingual', 'interpreting', 'editing')",Interpreter
4044,"('multilingual', 'interpreting', 'blogging')","Write Content
"
4045,"('multilingual', 'interpreting', 'blogging')","Translation
"
4046,"('multilingual', 'interpreting', 'blogging')","Proofreading
"
4047,"('multilingual', 'interpreting', 'blogging')","Novel / Short Story
"
4048,"('multilingual', 'interpreting', 'blogging')","Document Typing
"
4049,"('multilingual', 'interpreting', 'blogging')",Interpreter
4050,"('multilingual', 'interpreting', 'social-media')","Write Content
"
4051,"('multilingual', 'interpreting', 'social-media')","Translation
"
4052,"('multilingual', 'interpreting', 'social-media')","Proofreading
"
4053,"('multilingual', 'interpreting', 'social-media')","Novel / Short Story
"
4054,"('multilingual', 'interpreting', 'social-media')","Document Typing
"
4055,"('multilingual', 'interpreting', 'social-media')",Interpreter
4056,"('multilingual', 'interpreting', 'creative-writing')","Write Content
"
4057,"('multilingual', 'interpreting', 'creative-writing')","Translation
"
4058,"('multilingual', 'interpreting', 'creative-writing')","Proofreading
"
4059,"('multilingual', 'interpreting', 'creative-writing')","Novel / Short Story
"
4060,"('multilingual', 'interpreting', 'creative-writing')","Document Typing
"
4061,"('multilingual', 'interpreting', 'creative-writing')",Interpreter
4062,"('multilingual', 'interpreting', 'proofreading')","Write Content
"
4063,"('multilingual', 'interpreting', 'proofreading')","Translation
"
4064,"('multilingual', 'interpreting', 'proofreading')","Proofreading
"
4065,"('multilingual', 'interpreting', 'proofreading')","Novel / Short Story
"
4066,"('multilingual', 'interpreting', 'proofreading')","Document Typing
"
4067,"('multilingual', 'interpreting', 'proofreading')",Interpreter
4068,"('multilingual', 'interpreting', 'education')","Write Content
"
4069,"('multilingual', 'interpreting', 'education')","Translation
"
4070,"('multilingual', 'interpreting', 'education')","Proofreading
"
4071,"('multilingual', 'interpreting', 'education')","Novel / Short Story
"
4072,"('multilingual', 'interpreting', 'education')","Document Typing
"
4073,"('multilingual', 'interpreting', 'education')",Interpreter
4074,"('multilingual', 'interpreting', 'technical-translation')","Write Content
"
4075,"('multilingual', 'interpreting', 'technical-translation')","Translation
"
4076,"('multilingual', 'interpreting', 'technical-translation')","Proofreading
"
4077,"('multilingual', 'interpreting', 'technical-translation')","Novel / Short Story
"
4078,"('multilingual', 'interpreting', 'technical-translation')","Document Typing
"
4079,"('multilingual', 'interpreting', 'technical-translation')",Interpreter
4080,"('multilingual', 'social-media', 'translation')","Write Content
"
4081,"('multilingual', 'social-media', 'translation')","Translation
"
4082,"('multilingual', 'social-media', 'translation')","Proofreading
"
4083,"('multilingual', 'social-media', 'translation')","Novel / Short Story
"
4084,"('multilingual', 'social-media', 'translation')","Document Typing
"
4085,"('multilingual', 'social-media', 'translation')",Interpreter
4086,"('multilingual', 'social-media', 'editing')","Write Content
"
4087,"('multilingual', 'social-media', 'editing')","Translation
"
4088,"('multilingual', 'social-media', 'editing')","Proofreading
"
4089,"('multilingual', 'social-media', 'editing')","Novel / Short Story
"
4090,"('multilingual', 'social-media', 'editing')","Document Typing
"
4091,"('multilingual', 'social-media', 'editing')",Interpreter
4092,"('multilingual', 'social-media', 'blogging')","Write Content
"
4093,"('multilingual', 'social-media', 'blogging')","Translation
"
4094,"('multilingual', 'social-media', 'blogging')","Proofreading
"
4095,"('multilingual', 'social-media', 'blogging')","Novel / Short Story
"
4096,"('multilingual', 'social-media', 'blogging')","Document Typing
"
4097,"('multilingual', 'social-media', 'blogging')",Interpreter
4098,"('multilingual', 'social-media', 'interpreting')","Write Content
"
4099,"('multilingual', 'social-media', 'interpreting')","Translation
"
4100,"('multilingual', 'social-media', 'interpreting')","Proofreading
"
4101,"('multilingual', 'social-media', 'interpreting')","Novel / Short Story
"
4102,"('multilingual', 'social-media', 'interpreting')","Document Typing
"
4103,"('multilingual', 'social-media', 'interpreting')",Interpreter
4104,"('multilingual', 'social-media', 'creative-writing')","Write Content
"
4105,"('multilingual', 'social-media', 'creative-writing')","Translation
"
4106,"('multilingual', 'social-media', 'creative-writing')","Proofreading
"
4107,"('multilingual', 'social-media', 'creative-writing')","Novel / Short Story
"
4108,"('multilingual', 'social-media', 'creative-writing')","Document Typing
"
4109,"('multilingual', 'social-media', 'creative-writing')",Interpreter
4110,"('multilingual', 'social-media', 'proofreading')","Write Content
"
4111,"('multilingual', 'social-media', 'proofreading')","Translation
"
4112,"('multilingual', 'social-media', 'proofreading')","Proofreading
"
4113,"('multilingual', 'social-media', 'proofreading')","Novel / Short Story
"
4114,"('multilingual', 'social-media', 'proofreading')","Document Typing
"
4115,"('multilingual', 'social-media', 'proofreading')",Interpreter
4116,"('multilingual', 'social-media', 'education')","Write Content
"
4117,"('multilingual', 'social-media', 'education')","Translation
"
4118,"('multilingual', 'social-media', 'education')","Proofreading
"
4119,"('multilingual', 'social-media', 'education')","Novel / Short Story
"
4120,"('multilingual', 'social-media', 'education')","Document Typing
"
4121,"('multilingual', 'social-media', 'education')",Interpreter
4122,"('multilingual', 'social-media', 'technical-translation')","Write Content
"
4123,"('multilingual', 'social-media', 'technical-translation')","Translation
"
4124,"('multilingual', 'social-media', 'technical-translation')","Proofreading
"
4125,"('multilingual', 'social-media', 'technical-translation')","Novel / Short Story
"
4126,"('multilingual', 'social-media', 'technical-translation')","Document Typing
"
4127,"('multilingual', 'social-media', 'technical-translation')",Interpreter
4128,"('multilingual', 'creative-writing', 'translation')","Write Content
"
4129,"('multilingual', 'creative-writing', 'translation')","Translation
"
4130,"('multilingual', 'creative-writing', 'translation')","Proofreading
"
4131,"('multilingual', 'creative-writing', 'translation')","Novel / Short Story
"
4132,"('multilingual', 'creative-writing', 'translation')","Document Typing
"
4133,"('multilingual', 'creative-writing', 'translation')",Interpreter
4134,"('multilingual', 'creative-writing', 'editing')","Write Content
"
4135,"('multilingual', 'creative-writing', 'editing')","Translation
"
4136,"('multilingual', 'creative-writing', 'editing')","Proofreading
"
4137,"('multilingual', 'creative-writing', 'editing')","Novel / Short Story
"
4138,"('multilingual', 'creative-writing', 'editing')","Document Typing
"
4139,"('multilingual', 'creative-writing', 'editing')",Interpreter
4140,"('multilingual', 'creative-writing', 'blogging')","Write Content
"
4141,"('multilingual', 'creative-writing', 'blogging')","Translation
"
4142,"('multilingual', 'creative-writing', 'blogging')","Proofreading
"
4143,"('multilingual', 'creative-writing', 'blogging')","Novel / Short Story
"
4144,"('multilingual', 'creative-writing', 'blogging')","Document Typing
"
